ID,subjectID,name,shift,weekday,week,semester,students
502047TH_3_2023_13,'502047TH,Thực hành nhập môn hệ điều hành,2,3,-1-2-3-4-5-6-7-8-9-10-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
502046_3_2023_13,'502046,Nhập môn Mạng máy tính,2,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
502046TH_3_2023_13,'502046TH,Thực hành nhập môn Mạng máy tính,1,2,-1-2-3-4-5-6-7-8-9-10-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
L00021_3_2023_13,'L00021,Những kỹ năng thiết yếu cho sự phát triển bền vững - Thái độ sống 2,2,2,-4-5-6-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
301001_3_2023_13,'301001,Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin,3,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
001203_3_2023_13,'001203,Tiếng Anh 3,4,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk3,-52203101--52203102--52203103--52203104--52203105--52203106--52203107--52203108--52203109--52203110--52203111--52203112--52203113--52203114--52203115--52203116--52203117--52203118--52203119--52203120--52203121--52203122--52203123--52203124--52203125--52203126--52203127--52203128--52203129--52203130--52203131--52203132--52203133--52203134--52203135--52203136--52203137--52203138--52203139--52203140--52203141--52203142--52203143--52203144--52203145--52203146--52203147--52203148--52203149--52203150-
501044_3_2023_14,'501044,Cấu trúc rời rạc,3,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
501044TH_3_2023_14,'501044TH,Thực hành cấu trúc rời rạc,2,4,-1-2-3-4-5-6-7-8-9-10-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
D02029_3_2023_14,'D02029,Giáo dục quốc phòng - Học phần 2,3,4,-1-2-3-4-5-6-7-8-9-10-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
300084_3_2023_14,'300084,Kỹ năng viết và trình bày,4,2,-4-5-6-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
502047_3_2023_14,'502047,Nhập môn hệ điều hành,2,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
502047TH_3_2023_14,'502047TH,Thực hành nhập môn hệ điều hành,4,4,-1-2-3-4-5-6-7-8-9-10-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
502046_3_2023_14,'502046,Nhập môn Mạng máy tính,3,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
502046TH_3_2023_14,'502046TH,Thực hành nhập môn Mạng máy tính,4,5,-1-2-3-4-5-6-7-8-9-10-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
L00021_3_2023_14,'L00021,Những kỹ năng thiết yếu cho sự phát triển bền vững - Thái độ sống 2,1,5,-1-2-3-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
301001_3_2023_14,'301001,Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin,2,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-28-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
001203_3_2023_14,'001203,Tiếng Anh 3,2,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk3,-52213101--52213102--52213103--52213104--52213105--52213106--52213107--52213108--52213109--52213110--52213111--52213112--52213113--52213114--52213115--52213116--52213117--52213118--52213119--52213120--52213121--52213122--52213123--52213124--52213125--52213126--52213127--52213128--52213129--52213130--52213131--52213132--52213133--52213134--52213135--52213136--52213137--52213138--52213139--52213140--52213141--52213142--52213143--52213144--52213145--52213146--52213147--52213148--52213149--52213150-
501044_3_2023_15,'501044,Cấu trúc rời rạc,2,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk3,-52212001--52212002--52212003--52212004--52212005--52212006--52212007--52212008--52212009--52212010--52212011--52212012--52212013--52212014--52212015--52212016--52212017--52212018--52212019--52212020--52212021--52212022--52212023--52212024--52212025--52212026--52212027--52212028--52212029--52212030--52212031--52212032--52212033--52212034--52212035--52212036--52212037--52212038--52212039--52212040--52212041--52212042--52212043--52212044--52212045--52212046--52212047--52212048--52212049--52212050-
501044TH_3_2023_15,'501044TH,Thực hành cấu trúc rời rạc,2,7,-2-3-4-5-6-7-8-9-10-11-,hk3,-52212001--52212002--52212003--52212004--52212005--52212006--52212007--52212008--52212009--52212010--52212011--52212012--52212013--52212014--52212015--52212016--52212017--52212018--52212019--52212020--52212021--52212022--52212023--52212024--52212025--52212026--52212027--52212028--52212029--52212030--52212031--52212032--52212033--52212034--52212035--52212036--52212037--52212038--52212039--52212040--52212041--52212042--52212043--52212044--52212045--52212046--52212047--52212048--52212049--52212050-
D02029_3_2023_15,'D02029,Giáo dục quốc phòng - Học phần 2,2,2,-1-2-3-4-5-6-7-8-9-10-,hk3,-52212001--52212002--52212003--52212004--52212005--52212006--52212007--52212008--52212009--52212010--52212011--52212012--52212013--52212014--52212015--52212016--52212017--52212018--52212019--52212020--52212021--52212022--52212023--52212024--52212025--52212026--52212027--52212028--52212029--52212030--52212031--52212032--52212033--52212034--52212035--52212036--52212037--52212038--52212039--52212040--52212041--52212042--52212043--52212044--52212045--52212046--52212047--52212048--52212049--52212050-
300084_3_2023_15,'300084,Kỹ năng viết và trình bày,2,5,-4-5-6-,hk3,-52212001--52212002--52212003--52212004--52212005--52212006--52212007--52212008--52212009--52212010--52212011--52212012--52212013--52212014--52212015--52212016--52212017--52212018--52212019--52212020--52212021--52212022--52212023--52212024--52212025--52212026--52212027--52212028--52212029--52212030--52212031--52212032--52212033--52212034--52212035--52212036--52212037--52212038--52212039--52212040--52212041--52212042--52212043--52212044--52212045--52212046--52212047--52212048--52212049--52212050-
502047_3_2023_15,'502047,Nhập môn hệ điều hành,4,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk3,-52212001--52212002--52212003--52212004--52212005--52212006--52212007--52212008--52212009--52212010--52212011--52212012--52212013--52212014--52212015--52212016--52212017--52212018--52212019--52212020--52212021--52212022--52212023--52212024--52212025--52212026--52212027--52212028--52212029--52212030--52212031--52212032--52212033--52212034--52212035--52212036--52212037--52212038--52212039--52212040--52212041--52212042--52212043--52212044--52212045--52212046--52212047--52212048--52212049--52212050-
502047TH_3_2023_15,'502047TH,Thực hành nhập môn hệ điều hành,4,2,-1-2-3-4-5-6-7-8-9-10-,hk3,-52212001--52212002--52212003--52212004--52212005--52212006--52212007--52212008--52212009--52212010--52212011--52212012--52212013--52212014--52212015--52212016--52212017--52212018--52212019--52212020--52212021--52212022--52212023--52212024--52212025--52212026--52212027--52212028--52212029--52212030--52212031--52212032--52212033--52212034--52212035--52212036--52212037--52212038--52212039--52212040--52212041--52212042--52212043--52212044--52212045--52212046--52212047--52212048--52212049--52212050-
